,주소,토지이용상황,공시지가
59618,충청남도 천안시 서북구 성성동 258,답,311300
528987,충청남도 논산시 지산동 920-8,답,28300
1187270,충청남도 홍성군 서부면 궁리 186-2,전,21700
215126,충청남도 보령시 웅천읍 대창리 769-1,답,21300
1367273,충청남도 태안군 고남면 고남리 514-24,답,14800
614989,충청남도 논산시 양촌면 신흥리 354-33,전,26100
1096916,충청남도 청양군 남양면 매곡리 106-1,답,7180
523858,충청남도 서산시 고북면 봉생리 45,답,13000
699405,충청남도 당진시 석문면 삼봉리 443-10,전,61000
1038821,충청남도 서천군 비인면 선도리 58-1,전,10000
844367,충청남도 금산군 진산면 읍내리 290-4,전,7890
886102,충청남도 부여군 은산면 나령리 138-3,전,13200
62362,충청남도 천안시 서북구 부대동 403-3,답,225100
445555,충청남도 서산시 부석면 봉락리 526,답,12600
1287868,충청남도 예산군 봉산면 시동리 97-5,전,22300
634503,충청남도 논산시 채운면 우기리 687-7,답,15800
757487,충청남도 당진시 신평면 거산리 331,전,73300
1229898,충청남도 예산군 삽교읍 용동리 819-6,과수원,33600
1235353,충청남도 예산군 대술면 화천리 707,전,23200
524979,충청남도 서산시 고북면 사기리 257-1,답,25200
992895,충청남도 서천군 마서면 어리 361-9,답,15600
41945,충청남도 천안시 동남구 수신면 신풍리 462,전,58000
1157906,충청남도 홍성군 홍동면 금당리 154,전,13200
299006,충청남도 아산시 신인동 243-8,전,82000
1098910,충청남도 청양군 남양면 용두리 233-4,전,12300
96110,충청남도 천안시 서북구 입장면 가산리 318,답,90500
1002232,충청남도 서천군 기산면 두북리 49,전,13600
211096,충청남도 보령시 남곡동 2,전,72600
1260314,충청남도 예산군 광시면 서초정리 1303-6,답,15700
380848,충청남도 아산시 도고면 신언리 1-7,답,25400
868331,충청남도 부여군 부여읍 가탑리 57,답,21300
1164480,충청남도 홍성군 장곡면 가송리 417-1,전,12300
503566,충청남도 서산시 해미면 대곡리 551-4,전,75800
665685,충청남도 당진시 송악읍 가교리 302-4,전,52700
1379331,충청남도 태안군 남면 신온리 183,전,30200
941028,충청남도 부여군 임천면 두곡리 232-1,전,17600
572532,충청남도 논산시 노성면 호암리 645-1,답,16500
457080,충청남도 서산시 팔봉면 흑석리 434-6,답,12600
664207,충청남도 당진시 합덕읍 신석리 38-13,답,19400
364984,충청남도 아산시 인주면 걸매리 918,답,29100
193218,충청남도 공주시 사곡면 운암리 50-1,답,26200
686676,충청남도 당진시 고대면 장항리 1028-1,답,33200
261358,충청남도 보령시 청라면 황룡리 758-8,전,16700
14018,충청남도 천안시 동남구 목천읍 소사리 259,전,65600
501446,충청남도 서산시 운산면 원벌리 148-4,전,13100
1043187,충청남도 서천군 비인면 장포리 26,전,17600
1122665,충청남도 홍성군 광천읍 신진리 394-45,전,78700
1356226,충청남도 태안군 안면읍 중장리 182-1,전,19800
506393,충청남도 서산시 해미면 홍천리 81,전,17100
565100,충청남도 논산시 광석면 율리 78-3,답,19100
426290,충청남도 서산시 대산읍 영탑리 814-2,답,71400
158329,충청남도 공주시 반포면 학봉리 660-9,답,499400
746395,충청남도 당진시 우강면 송산리 428,전,152300
565319,충청남도 논산시 광석면 율리 167-2,답,17600
632284,충청남도 논산시 은진면 성평리 622-3,답,19400
1338253,충청남도 태안군 태안읍 도내리 1003,답,12400
1333410,충청남도 태안군 태안읍 평천리 313-1,답,40600
544137,충청남도 논산시 연무읍 봉동리 48-9,답,14100
1100045,충청남도 청양군 남양면 봉암리 147-1,전,19000
905701,충청남도 부여군 구룡면 죽교리 532-1,답,14300
510083,충청남도 서산시 해미면 억대리 381-2,전,19100
431512,충청남도 서산시 인지면 애정리 120-28,전,42700
653414,충청남도 당진시 합덕읍 운산리 774-3,답,26400
524798,충청남도 서산시 고북면 사기리 97-5,전,17900
96379,충청남도 천안시 서북구 입장면 유리 9,과수원,51400
796472,충청남도 금산군 제원면 명곡리 201-2,전,10200
1168073,충청남도 홍성군 장곡면 천태리 676-5,답,14300
787995,충청남도 금산군 금성면 두곡리 434-3,전,15000
924999,충청남도 부여군 충화면 현미리 512,전,7040
29635,충청남도 천안시 동남구 북면 용암리 304-2,답,33600
712338,충청남도 당진시 대호지면 적서리 1054,답,13400
379512,충청남도 아산시 선장면 가산리 926,답,18600
91024,충청남도 천안시 서북구 입장면 홍천리 12-3,과수원,82300
1371838,충청남도 태안군 남면 신장리 250-16,답,42800
1363109,충청남도 태안군 고남면 장곡리 309-115,답,14000
626714,충청남도 논산시 은진면 방축리 182-1,전,19300
792614,충청남도 금산군 금성면 하신리 582-1,전,28900
990122,충청남도 서천군 마서면 장선리 556-6,답,15100
489934,충청남도 서산시 음암면 성암리 145-4,전,30500
26290,충청남도 천안시 동남구 광덕면 신덕리 64-3,전,60500
923187,충청남도 부여군 충화면 천당리 272,전,10500
1016869,충청남도 서천군 마산면 나궁리 442-2,답,12900
805482,충청남도 금산군 부리면 선원리 797,전,10300
1193927,충청남도 홍성군 서부면 중리 718,답,12300
989013,충청남도 서천군 마서면 송내리 69-3,답,15800
1227021,충청남도 예산군 삽교읍 창정리 34-4,답,16000
764856,충청남도 당진시 신평면 부수리 243-2,답,27300
229803,충청남도 보령시 오천면 영보리 614-2,답,12800
943699,충청남도 부여군 장암면 상황리 201-6,전,13700
847281,충청남도 금산군 진산면 지방리 290,답,27800
1139758,충청남도 홍성군 홍북읍 산수리 455-4,답,29400
717786,충청남도 당진시 대호지면 출포리 229-11,전,17400
1345529,충청남도 태안군 안면읍 승언리 1699-1,답,23600
885329,충청남도 부여군 은산면 회곡리 245-2,전,13400
1265065,충청남도 예산군 대흥면 상중리 403-1,전,38500
278220,충청남도 보령시 주산면 신구리 245-1,전,12200
1218871,충청남도 예산군 삽교읍 두리 144-47,전,31300
261842,충청남도 보령시 청라면 황룡리 1266,답,13200
1130047,충청남도 홍성군 광천읍 월림리 119-2,답,13800
696842,충청남도 당진시 석문면 삼화리 355-6,전,58700
1235204,충청남도 예산군 대술면 화천리 544-6,답,17600
1035823,충청남도 서천군 종천면 장구리 738-2,답,15300
995171,충청남도 서천군 화양면 죽산리 23-2,답,14300
1186878,충청남도 홍성군 서부면 광리 708-10,답,14300
489314,충청남도 서산시 음암면 유계리 188-3,답,13900
695480,충청남도 당진시 석문면 통정리 648,전,96000
632069,충청남도 논산시 은진면 성덕리 553-9,답,17900
1293879,충청남도 예산군 고덕면 몽곡리 81-9,전,25300
141682,충청남도 공주시 계룡면 화은리 169-4,답,25400
260386,충청남도 보령시 청라면 옥계리 403-7,답,13400
672832,충청남도 당진시 송악읍 복운리 131-2,전,56500
805677,충청남도 금산군 부리면 선원리 1078,전,14500
1328316,충청남도 태안군 태안읍 남산리 360-5,답,12400
491662,충청남도 서산시 운산면 용현리 335,전,16900
571186,충청남도 논산시 노성면 장구리 167-2,전,19600
343622,충청남도 아산시 둔포면 신법리 82-5,전,43300
535735,충청남도 논산시 연무읍 양지리 171,답,15500
587943,충청남도 논산시 부적면 탑정리 407,전,33100
778149,충청남도 금산군 금산읍 신대리 460-1,답,44400
1201560,충청남도 홍성군 갈산면 취생리 338,전,28100
1062435,충청남도 청양군 대치면 주정리 118-1,전,5380
1135831,충청남도 홍성군 홍북읍 대동리 305-20,전,58600
344857,충청남도 아산시 둔포면 신남리 585-13,전,59200
423990,충청남도 서산시 대산읍 운산리 1951-1,답,12400
763435,충청남도 당진시 신평면 신당리 409-1,답,30800
1055589,충청남도 청양군 청양읍 학당리 502-2,답,14800
1311188,충청남도 예산군 신암면 중예리 459-4,답,15000
14190,충청남도 천안시 동남구 풍세면 풍서리 127-1,답,41000
234014,충청남도 보령시 오천면 원산도리 1018,전,123700
910213,충청남도 부여군 홍산면 좌홍리 172-18,전,21500
1279508,충청남도 예산군 덕산면 시량리 437-3,전,61700
650147,충청남도 당진시 용연동 806-1,답,44700
604726,충청남도 논산시 벌곡면 덕곡리 172-6,전,23700
916721,충청남도 부여군 옥산면 내대리 437-7,전,15000
726079,충청남도 당진시 정미면 모평리 520-7,답,16200
1080827,충청남도 청양군 청남면 청소리 391,답,16700
90614,충청남도 천안시 서북구 입장면 도림리 321-2,과수원,70700
1322339,충청남도 예산군 오가면 내량리 169-16,답,16500
670825,충청남도 당진시 송악읍 금곡리 229-1,답,56100
770,충청남도 천안시 동남구 삼룡동 20-4,답,134300
978304,충청남도 서천군 서천읍 삼산리 691-17,답,17100
910623,충청남도 부여군 홍산면 교원리 28-6,답,15400
590444,충청남도 논산시 부적면 아호리 662-3,답,22100
493747,충청남도 서산시 운산면 와우리 137-3,답,13200
440350,충청남도 서산시 부석면 송시리 803,전,22100
565617,충청남도 논산시 광석면 율리 310-68,전,19000
1036975,충청남도 서천군 종천면 석촌리 28-3,답,16200
728530,충청남도 당진시 면천면 원동리 156,답,31000
928820,충청남도 부여군 양화면 내성리 5-2,답,13300
1154909,충청남도 홍성군 홍동면 금평리 241,전,15300
519202,충청남도 서산시 고북면 신정리 1125,답,13100
440089,충청남도 서산시 부석면 송시리 616-7,답,12600
146245,충청남도 공주시 계룡면 하대리 178-19,전,25500
181760,충청남도 공주시 우성면 귀산리 205,답,26000
502688,충청남도 서산시 운산면 거성리 494,답,14300
19154,충청남도 천안시 동남구 풍세면 용정리 747,답,48300
768648,충청남도 당진시 송산면 금암리 676-3,답,25800
1183113,충청남도 홍성군 결성면 교항리 149-2,답,13900
338895,충청남도 아산시 음봉면 월랑리 389-2,전,152200
233791,충청남도 보령시 오천면 원산도리 832-10,답,152100
1079797,충청남도 청양군 목면 본의리 404,전,10100
187758,충청남도 공주시 우성면 옥성리 534-1,답,24500
1143582,충청남도 홍성군 금마면 가산리 145,전,21000
922989,충청남도 부여군 남면 삼용리 376-3,전,22700
499817,충청남도 서산시 운산면 가좌리 281,전,17900
1247287,충청남도 예산군 신양면 시왕리 190-3,전,11200
836306,충청남도 금산군 남이면 구석리 194-1,답,7310
1135874,충청남도 홍성군 홍북읍 대동리 336-2,답,44300
1134544,충청남도 홍성군 홍북읍 내덕리 403-3,전,43800
1343366,충청남도 태안군 안면읍 승언리 382,전,41600
1350471,충청남도 태안군 안면읍 정당리 1231-2,답,30000
1393802,충청남도 태안군 소원면 영전리 461,답,16300
811930,충청남도 금산군 부리면 수통리 612-4,전,8090
919858,충청남도 부여군 남면 송암리 968-3,답,14400
1422960,충청남도 보령시 죽정동 208-1,답,29000
580084,충청남도 논산시 상월면 대촌리 119-1,답,22900
948459,충청남도 부여군 장암면 합곡리 438-8,전,7820
546897,충청남도 논산시 성동면 병촌리 473-3,답,24400
73322,충청남도 천안시 서북구 성환읍 안궁리 387-3,답,46200
523460,충청남도 서산시 고북면 정자리 285-2,답,13000
404413,충청남도 서산시 수석동 900,답,94500
953396,충청남도 부여군 세도면 간대리 84-3,답,15300
193128,충청남도 공주시 사곡면 가교리 641-4,답,27600
592272,충청남도 논산시 연산면 화악리 131-4,답,28100
1386428,충청남도 태안군 근흥면 도황리 75,답,30300
505517,충청남도 서산시 해미면 삼송리 350,전,17600
1124558,충청남도 홍성군 광천읍 가정리 403,전,20000
667987,충청남도 당진시 송악읍 봉교리 360-1,전,46300
1150008,충청남도 홍성군 금마면 화양리 483-1,전,42100
802391,충청남도 금산군 제원면 용화리 481-1,전,23900
710281,충청남도 당진시 대호지면 사성리 317-1,전,18900
1014895,충청남도 서천군 마산면 신봉리 154-4,답,12800
265702,충청남도 보령시 남포면 창동리 633-85,전,33500
1299134,충청남도 예산군 고덕면 상궁리 168-2,답,13700
936607,충청남도 부여군 임천면 칠산리 93-3,답,13500
1209707,충청남도 홍성군 구항면 신곡리 574-3,답,16100
431606,충청남도 서산시 인지면 애정리 179,답,29600
996950,충청남도 서천군 화양면 대하리 32-2,답,13900
229488,충청남도 보령시 오천면 영보리 300,전,14600
520169,충청남도 서산시 고북면 남정리 196-14,전,16500
382280,충청남도 아산시 도고면 효자리 1-9,전,19000
74026,충청남도 천안시 서북구 성환읍 양령리 599-5,답,34800
352481,충청남도 아산시 영인면 상성리 178-2,전,56200
495631,충청남도 서산시 운산면 수당리 47,답,17900
849160,충청남도 금산군 복수면 다복리 66,전,19000
481384,충청남도 서산시 음암면 도당리 928-4,답,13400
1397461,충청남도 태안군 소원면 모항리 840-3,전,26400
869941,충청남도 부여군 부여읍 자왕리 203-2,답,16000
842563,충청남도 금산군 진산면 오항리 105,전,3880
517143,충청남도 서산시 고북면 용암리 654-3,전,24500
691512,충청남도 당진시 고대면 옥현리 91,전,33300
1033730,충청남도 서천군 종천면 종천리 382-1,전,15900
1406833,충청남도 태안군 원북면 신두리 1153-13,전,23300
68282,충청남도 천안시 서북구 성환읍 송덕리 136-4,답,69500
229648,충청남도 보령시 오천면 영보리 442-8,전,14500
473330,충청남도 서산시 성연면 일람리 530-1,전,37700
288756,충청남도 보령시 성주면 개화리 602,전,4720
155977,충청남도 공주시 반포면 상신리 243,답,11500
1161914,충청남도 홍성군 장곡면 화계리 58,전,12600
276743,충청남도 보령시 주산면 야룡리 179-1,답,13000
860128,충청남도 금산군 추부면 신평리 43-4,답,49900
474631,충청남도 서산시 성연면 고남리 725,답,16200
339267,충청남도 아산시 음봉면 산동리 57-2,전,92400
239296,충청남도 보령시 천북면 사호리 113,전,17700
819419,충청남도 금산군 군북면 동편리 379-1,답,21000
1066153,충청남도 청양군 대치면 이화리 96-2,전,7180
1131171,충청남도 홍성군 홍북읍 중계리 289,답,30900
414801,충청남도 서산시 대산읍 대산리 1010,답,117800
344041,충청남도 아산시 둔포면 신법리 1010,답,36300
1287553,충청남도 예산군 봉산면 옥전리 487,답,13900
619483,충청남도 논산시 가야곡면 목곡리 481-4,답,14800
1271855,충청남도 예산군 응봉면 평촌리 289-1,전,25600
1383412,충청남도 태안군 근흥면 마금리 1076-2,전,25000
310319,충청남도 아산시 염치읍 방현리 351,답,34300
1420000,충청남도 태안군 이원면 사창리 851-8,답,9680
483713,충청남도 서산시 음암면 탑곡리 1206-2,답,13900
104082,충청남도 공주시 무릉동 284,답,58200
667389,충청남도 당진시 송악읍 청금리 325-1,과수원,50100
148355,충청남도 공주시 계룡면 경천리 429-16,답,24100
1046195,충청남도 서천군 서면 원두리 278-6,답,12300
998222,충청남도 서천군 화양면 금당리 274,전,21600
1042687,충청남도 서천군 비인면 관리 760,전,8970
88575,충청남도 천안시 서북구 직산읍 마정리 61-10,과수원,80500
49675,충청남도 천안시 동남구 병천면 관성리 547,답,32800
919269,충청남도 부여군 남면 마정리 1164-11,답,15100
833502,충청남도 금산군 남이면 역평리 86,답,18500
1253633,충청남도 예산군 신양면 차동리 430,답,19000
1192918,충청남도 홍성군 서부면 판교리 493-2,전,18700
185317,충청남도 공주시 우성면 용봉리 69-7,답,25900
524082,충청남도 서산시 고북면 봉생리 123-10,전,18200
897497,충청남도 부여군 내산면 운치리 500-1,답,13200
1071586,충청남도 청양군 정산면 해남리 595-1,답,17500
487118,충청남도 서산시 음암면 상홍리 19-2,답,15800
79226,충청남도 천안시 서북구 성거읍 문덕리 159-1,답,74900
151175,충청남도 공주시 계룡면 죽곡리 232-1,전,30300
964789,충청남도 부여군 초촌면 산직리 759-2,답,14300
495942,충청남도 서산시 운산면 수당리 269-2,답,16700
1301727,충청남도 예산군 고덕면 구만리 1203-2,답,13900
1062974,충청남도 청양군 대치면 탄정리 154-3,전,15400
376134,충청남도 아산시 선장면 죽산리 181-1,과수원,23500
1142687,충청남도 홍성군 금마면 봉서리 834-6,답,15800
1113364,충청남도 청양군 비봉면 용천리 535-1,답,15300
381242,충청남도 아산시 도고면 신언리 121-14,답,69900
473487,충청남도 서산시 성연면 일람리 683,전,30200
249941,충청남도 보령시 청소면 재정리 248,답,14800
665035,충청남도 당진시 합덕읍 신석리 390-3,답,18700
769444,충청남도 당진시 송산면 당산리 562-10,답,24200
211296,충청남도 보령시 남곡동 396-2,전,47500
178205,충청남도 공주시 우성면 방문리 811,답,28200
452457,충청남도 서산시 부석면 창리 149-15,답,12600
787261,충청남도 금산군 금성면 상가리 379-3,전,15400
998846,충청남도 서천군 화양면 고마리 40-2,답,15200
205849,충청남도 보령시 대천동 1484-10,답,12800
1109876,충청남도 청양군 비봉면 사점리 82-1,답,3090
416145,충청남도 서산시 대산읍 대로리 243-12,전,84300
502017,충청남도 서산시 운산면 거성리 47-1,답,14700
911090,충청남도 부여군 홍산면 교원리 439-6,답,14300
894180,충청남도 부여군 외산면 갈산리 16,전,7610
117658,충청남도 공주시 유구읍 추계리 619-5,답,25300
1384144,충청남도 태안군 근흥면 안기리 420-1,답,12600
104367,충청남도 공주시 월송동 15,전,134100
644392,충청남도 당진시 우두동 1107-2,답,21100
853879,충청남도 금산군 복수면 신대리 455-1,답,42200
865192,충청남도 부여군 부여읍 정동리 610-3,답,15300
1109959,충청남도 청양군 비봉면 사점리 208-7,답,16200
605758,충청남도 논산시 벌곡면 도산리 431,답,18200
903737,충청남도 부여군 구룡면 태양리 118,답,19600
787820,충청남도 금산군 금성면 두곡리 213,전,12500
194900,충청남도 공주시 사곡면 월가리 496,답,11800
1184025,충청남도 홍성군 결성면 용호리 205,답,13200
940836,충청남도 부여군 임천면 두곡리 100,전,11600
705397,충청남도 당진시 석문면 교로리 2398,답,16100
465855,충청남도 서산시 지곡면 연화리 678-2,답,12500
42743,충청남도 천안시 동남구 수신면 해정리 399-1,답,43500
75003,충청남도 천안시 서북구 성거읍 송남리 137,과수원,109300
858592,충청남도 금산군 추부면 장대리 183,과수원,19800
274544,충청남도 보령시 남포면 양기리 447,답,15400
558435,충청남도 논산시 광석면 득윤리 1052-1,답,16500
1326091,충청남도 태안군 태안읍 동문리 202-22,답,143600
272315,충청남도 보령시 남포면 신흥리 368,답,13600
933018,충청남도 부여군 양화면 벽용리 691-3,답,13000
1010261,충청남도 서천군 한산면 단하리 159-5,답,14400
1425795,충청남도 서산시 해미면 관유리 67-3,전,21500
79735,충청남도 천안시 서북구 성거읍 석교리 235-7,전,126400
674252,충청남도 당진시 송악읍 복운리 1455,답,22800
1131414,충청남도 홍성군 홍북읍 중계리 558,전,37800
583057,충청남도 논산시 상월면 숙진리 823-13,답,17600
453437,충청남도 서산시 부석면 간월도리 281,답,12100
1317410,충청남도 예산군 오가면 신장리 443-46,전,27000
1135586,충청남도 홍성군 홍북읍 대동리 100-1,답,101100
395114,충청남도 아산시 신창면 남성리 277-10,전,47400
972598,충청남도 서천군 장항읍 옥산리 307-27,답,15900
897663,충청남도 부여군 내산면 운치리 660,전,5670
518804,충청남도 서산시 고북면 신정리 137-1,전,15000
473105,충청남도 서산시 성연면 일람리 332-3,전,38000
987551,충청남도 서천군 마서면 옥북리 15,전,19300
1009727,충청남도 서천군 한산면 단상리 112-2,답,14400
433425,충청남도 서산시 인지면 화수리 405-2,전,37800
111500,충청남도 공주시 유구읍 유구리 236-3,전,29900
1157995,충청남도 홍성군 홍동면 금당리 222-1,전,12900
948568,충청남도 부여군 장암면 합곡리 526,전,9190
1072533,충청남도 청양군 정산면 송학리 364-1,전,13000
131496,충청남도 공주시 탄천면 광명리 257-6,답,22800
151491,충청남도 공주시 계룡면 향지리 208-1,전,23400
122868,충청남도 공주시 이인면 신흥리 180-2,답,18100
488803,충청남도 서산시 음암면 신장리 565-1,전,31500
10850,충청남도 천안시 동남구 목천읍 지산리 34-3,답,90800
570321,충청남도 논산시 노성면 가곡리 52-2,답,14100
357276,충청남도 아산시 영인면 창용리 49-1,전,34500
575211,충청남도 논산시 상월면 월오리 650-2,답,22700
135590,충청남도 공주시 탄천면 가척리 562,답,13400
467994,충청남도 서산시 지곡면 대요리 81-2,답,13700
1311416,충청남도 예산군 신암면 조곡리 49-8,과수원,21700
1227131,충청남도 예산군 삽교읍 창정리 56-30,답,25500
737207,충청남도 당진시 순성면 양유리 437-11,답,16400
647902,충청남도 당진시 대덕동 564,답,61100
889542,충청남도 부여군 은산면 합수리 1,답,6380
1062126,충청남도 청양군 운곡면 추광리 565-4,전,15100
294326,충청남도 보령시 주교면 신대리 85,답,15100
1085801,충청남도 청양군 청남면 아산리 748,답,13400
1156448,충청남도 홍성군 홍동면 신기리 433-4,전,15000
938752,충청남도 부여군 임천면 발산리 364,전,12700
410773,충청남도 서산시 오남동 250-7,전,61500
393098,충청남도 아산시 신창면 수장리 42,답,31200
236254,충청남도 보령시 천북면 하만리 244-1,전,18000
162156,충청남도 공주시 의당면 청룡리 677-45,전,162200
1140518,충청남도 홍성군 홍북읍 대인리 200-3,전,27400
742519,충청남도 당진시 순성면 옥호리 552,전,58900
733778,충청남도 당진시 면천면 죽동리 148-3,전,30600
1043169,충청남도 서천군 비인면 장포리 10-6,전,18400
328123,충청남도 아산시 송악면 동화리 393,전,24700
382778,충청남도 아산시 도고면 금산리 84-3,전,54800
722742,충청남도 당진시 정미면 봉성리 42-7,과수원,25300
603250,충청남도 논산시 벌곡면 한삼천리 222-4,전,20400
825522,충청남도 금산군 남일면 상동리 692-176,답,12400
913845,충청남도 부여군 옥산면 홍연리 557,전,9230
195676,충청남도 공주시 사곡면 유룡리 378-1,답,26800
1112973,충청남도 청양군 비봉면 용천리 159-1,답,15000
655670,충청남도 당진시 합덕읍 석우리 607-4,전,27800
1162468,충청남도 홍성군 장곡면 광성리 145-1,전,14800
1057012,충청남도 청양군 운곡면 효제리 540,답,24800
177380,충청남도 공주시 우성면 방문리 54-12,답,30400
833755,충청남도 금산군 남이면 역평리 353-4,전,17200
712803,충청남도 당진시 대호지면 적서리 1416-1,답,13200
262728,충청남도 보령시 청라면 장현리 454-5,답,16500
1275436,충청남도 예산군 응봉면 계정리 254-1,과수원,27000
1178578,충청남도 홍성군 결성면 성호리 149-2,전,14300
220209,충청남도 보령시 웅천읍 관당리 776,전,154800
814030,충청남도 금산군 부리면 현내리 872-6,전,6060
974964,충청남도 서천군 서천읍 오석리 95-1,전,11100
1225549,충청남도 예산군 삽교읍 상하리 171-8,전,35300
20430,충청남도 천안시 동남구 광덕면 광덕리 86-3,답,84900
414789,충청남도 서산시 대산읍 대산리 1006-4,답,112600
375810,충청남도 아산시 선장면 죽산리 17-1,전,24800
945485,충청남도 부여군 장암면 원문리 34,전,14900
1376212,충청남도 태안군 남면 양잠리 827-1,전,25700
322094,충청남도 아산시 송악면 외암리 155,답,42300
603328,충청남도 논산시 벌곡면 한삼천리 312-3,답,31100
1347767,충청남도 태안군 안면읍 정당리 2-133,전,18600
1132336,충청남도 홍성군 홍북읍 상하리 316-6,전,34200
600836,충청남도 논산시 연산면 송산리 210-7,전,17100
221914,충청남도 보령시 웅천읍 황교리 28-5,답,18700
764198,충청남도 당진시 신평면 도성리 253-2,과수원,72200
391005,충청남도 아산시 신창면 창암리 37-7,답,32800
1253134,충청남도 예산군 신양면 대덕리 816-3,전,12900
738910,충청남도 당진시 순성면 광천리 552-4,답,18900
895487,충청남도 부여군 외산면 수신리 403-13,답,13000
1047000,충청남도 서천군 서면 신합리 269-3,전,38200
980182,충청남도 서천군 서천읍 화금리 409,전,15700
845607,충청남도 금산군 진산면 행정리 148-3,답,27300
949844,충청남도 부여군 세도면 귀덕리 223,전,17300
268572,충청남도 보령시 남포면 삼현리 481,전,28900
1214354,충청남도 예산군 예산읍 관작리 302-4,전,73400
1109128,충청남도 청양군 비봉면 신원리 833-18,답,18300
452271,충청남도 서산시 부석면 창리 3-1,답,16100
775983,충청남도 당진시 송산면 유곡리 585-6,전,120700
390623,충청남도 아산시 신창면 읍내리 433,전,230300
625912,충청남도 논산시 가야곡면 양촌리 576-1,답,9400
931312,충청남도 부여군 양화면 상촌리 296,전,15400
874863,충청남도 부여군 규암면 나복리 866-3,답,20900
546720,충청남도 논산시 성동면 병촌리 313-2,전,19700
1059104,충청남도 청양군 운곡면 신대리 225-26,전,13700
212857,충청남도 보령시 요암동 727-3,답,40700
303161,충청남도 아산시 모종동 200-2,답,370300
1363749,충청남도 태안군 고남면 장곡리 480-2,답,29900
707386,충청남도 당진시 석문면 초락도리 928,답,16600
1150447,충청남도 홍성군 금마면 송강리 34-2,답,20400
383404,충청남도 아산시 도고면 시전리 290-1,답,26700
358825,충청남도 아산시 영인면 신봉리 91-2,답,38700
114625,충청남도 공주시 유구읍 입석리 509-3,전,20500
406614,충청남도 서산시 예천동 249-3,전,179000
27154,충청남도 천안시 동남구 광덕면 대평리 350-11,전,30200
276736,충청남도 보령시 주산면 야룡리 177,답,13000
788202,충청남도 금산군 금성면 두곡리 571-3,전,23500
23064,충청남도 천안시 동남구 광덕면 보산원리 538-1,전,35100
916000,충청남도 부여군 옥산면 안서리 91-3,답,12100
264856,충청남도 보령시 남포면 옥동리 259-1,전,22200
630919,충청남도 논산시 은진면 남산리 49-1,전,27500
258968,충청남도 보령시 청라면 향천리 275-2,전,14300
1024406,충청남도 서천군 문산면 수암리 300,답,9290
747070,충청남도 당진시 우강면 세류리 148,전,27600
398992,충청남도 아산시 신창면 가내리 777,답,19400
691992,충청남도 당진시 고대면 옥현리 485-7,답,23900
301932,충청남도 아산시 읍내동 358-5,답,118900
14836,충청남도 천안시 동남구 풍세면 풍서리 659,답,26700
1318425,충청남도 예산군 오가면 신석리 546,답,16200
557440,충청남도 논산시 광석면 득윤리 93-3,답,15900
155294,충청남도 공주시 반포면 봉곡리 339-32,답,148100
216544,충청남도 보령시 웅천읍 수부리 468-5,전,25200
513649,충청남도 서산시 고북면 가구리 82,전,22600
531324,충청남도 논산시 강경읍 채운리 117-11,답,17400
94028,충청남도 천안시 서북구 입장면 용정리 86-3,과수원,47800
323482,충청남도 아산시 송악면 마곡리 240,답,29200
1082013,충청남도 청양군 청남면 천내리 529,전,15700
7185,충청남도 천안시 동남구 목천읍 교촌리 222-3,답,127600
76441,충청남도 천안시 서북구 성거읍 오목리 88-4,답,107500
1391851,충청남도 태안군 소원면 신덕리 167-7,답,31900
217871,충청남도 보령시 웅천읍 성동리 1294-6,답,15700
23022,충청남도 천안시 동남구 광덕면 보산원리 504-2,답,32200
231688,충청남도 보령시 오천면 오포리 40,답,13000
65704,충청남도 천안시 서북구 성환읍 율금리 669-3,전,127900
125026,충청남도 공주시 이인면 발양리 852-1,답,17900
1363288,충청남도 태안군 고남면 장곡리 351-21,전,11400
477632,충청남도 서산시 성연면 명천리 400-9,전,37700
921465,충청남도 부여군 남면 내곡리 277-1,답,14900
1406513,충청남도 태안군 원북면 신두리 841,전,23300
534765,충청남도 논산시 연무읍 죽본리 482,답,17700
786358,충청남도 금산군 금성면 화림리 510-1,전,11400
922481,충청남도 부여군 남면 금천리 320-3,답,14400
492295,충청남도 서산시 운산면 태봉리 58,답,16800
262012,충청남도 보령시 청라면 황룡리 1525,답,13400
374138,충청남도 아산시 선장면 신덕리 533,답,17600
398948,충청남도 아산시 신창면 가내리 721,답,19800
779706,충청남도 금산군 금산읍 아인리 221-1,전,62600
1176658,충청남도 홍성군 은하면 화봉리 969-9,답,14500
707599,충청남도 당진시 석문면 초락도리 975,답,16300
842788,충청남도 금산군 진산면 오항리 294-2,답,13600
889411,충청남도 부여군 은산면 내지리 746-34,답,10800
415066,충청남도 서산시 대산읍 대산리 1159-2,답,105100
954466,충청남도 부여군 세도면 수고리 705-1,전,15900
161529,충청남도 공주시 의당면 청룡리 73-4,전,29900
2867,충청남도 천안시 동남구 용곡동 148-9,답,262400
267845,충청남도 보령시 남포면 제석리 613,전,31700
956789,충청남도 부여군 세도면 사산리 505,전,14700
519201,충청남도 서산시 고북면 신정리 1124,답,13100
1111379,충청남도 청양군 비봉면 강정리 411-3,답,13000
289035,충청남도 보령시 주교면 주교리 141,전,49300
1432021,충청남도 태안군 안면읍 승언리 561-2,전,39700
250897,충청남도 보령시 청소면 죽림리 428-7,전,17400
638721,충청남도 계룡시 두마면 입암리 328,답,105400
404160,충청남도 서산시 수석동 786-26,전,151500
